respondent.commune,business_name,place_id,fr_categories,business_address,treatment_arm
Abbécourt,Le Saint Charles Kebab,ChIJ58Q4QAVr6EcRyYV423ibHp8,Kebab,"2 Rue Du Brouage, Chauny",1
Abbécourt,Restaurant Pamukkale,ChIJJS_vCi5r6EcRAxXoI3nUtd0,Restaurant Turc,"105 Rue De La Chaussée, Chauny",1
Abbécourt,Espace Djerba,ChIJHwgUOQNr6EcR8Qe94VtsgrY,"Kebab, Restaurant De Restauration Rapide","4 Rue De La République, Chauny",1
Abbécourt,Kebab Antalya,ChIJ104o-v1q6EcRNyUOKnd94qg,"Restaurant Turc, Restaurant De Restauration Rapide, Kebab","4 Pl. Jean Catelas, Chauny",1
Abbécourt,Délices Chauny,ChIJDaqNcwJr6EcRmkEh22iG3k0,Kebab,"22 Rue Arthur Lacroix, Chauny",1
Abbécourt,L'ardoise,ChIJ3TxsoXNr6EcR8_DR_hMdiog,Restaurant Français,"26 Av. De La Liberté, Ognes",0
Abbécourt,La Belle Epoque,ChIJnZ4UGBxr6EcRG4zQiQes6I4,"Restaurant, Restaurant Français","28 Rue Du Brouage, Chauny",0
Abbécourt,L'assiette Chaunoise,ChIJQ1xyBgBr6EcRAqhemMX4wT8,Restaurant Français,"11 Quai Crozat, Chauny",0
Abbécourt,Brasserie De La Cense / Bière Chevêche,ChIJbbkgMzNq6EcR9sH99zGRMhQ,Brasserie,"3 Rue Du Rond D'arbres, Bichancourt",0
Abbécourt,Restaurant Le Syracuse,ChIJZ-cWKQBr6EcRZQhixkBXyRA,"Restaurant, Restaurant Français","118 Rue De La Chaussée, Chauny",0
Abbécourt,L'insolite Sushi Chauny,ChIJlYoBFctr6EcRfeGa_n4g5fQ,"Restaurant Japonais, Restaurant Mandarin","15c Rue Aristide Briand, Chauny",NA
Abbécourt,Le Sakura,ChIJVVXWCgJr6EcRs5EpJhiERlw,"Restaurant Japonais, Restaurant Chinois, Restaurant De Sushis","84 Bd Gambetta, Chauny",NA
Abbécourt,Hugo Wok,ChIJWwnyUz1r6EcRrZdgct6HQUA,"Restaurant Asiatique, Restaurant Chinois, Restaurant Japonais, Restaurant De Sushis","114 Rue André Ternynck, Chauny",NA
Abbécourt,Restaurant Asiatique Angkor(Fermeture Car Départ En Retraite Depuis Le 1er Août 2019),ChIJV6IgA-Jq6EcRoTtDS5NdO9M,"Restaurant Cambodgien, Restaurant Asiatique, Restaurant Chinois","103 Rue Pasteur, Chauny",NA
Abbécourt,Planet Asia,ChIJ5ds5bK1q6EcRYgi9PHRDmng,"Restaurant Panasiatique, Restaurant Asiatique, Restaurant Chinois, Restaurant De Sushis","Rte De Chauny, Viry-Noureuil",NA
Achery,Pronto Pizza Kebab,ChIJE0r05LY_6EcR_odekeO7HGA,"Restaurant, Restaurant De Pizzas","107 Av. Du Général Leclerc, La Fère",1
Achery,Mondial Kebab,ChIJyaVj1rk46EcRRDXrDPEIIQk,"Kebab, Restaurant De Restauration Rapide, Restaurant De Pizzas","114 Place Notre Dame, La Fère",1
Achery,Pizza Di Napoli,ChIJTX27wdI_6EcRbNxz3hhV4so,"Restaurant De Pizzas, Restaurant De Hamburgers, Kebab, Livraison De Pizzas, Pizza À Emporter, Restaurant De Tacos","17 Rue Du Bourget, La Fère",1
Achery,Le Space,ChIJFxJmX0o_6EcREnIhuTTDZS0,"Restaurant De Restauration Rapide, Kebab, Restaurant De Pizzas, Sandwicherie","26 Rue De La République, La Fère",1
Achery,Le Qg Restaurant,ChIJNzzxJwA_6EcRWkEofWfhJB4,Restaurant Turc,"25 Rue De Tergnier, Beautor",1
Achery,Coté Patio La Table,ChIJFS89yNVr6EcROtq8oasBC1A,Restaurant Français,"81 Rue De La République, La Fère",0
Achery,La Planche Gourmande,ChIJCbNl9Eo_6EcRMN8X3I33Wnk,"Restaurant, Restaurant Français","112 Rue De La République, La Fère",0
Achery,Au Relais De Champagne,ChIJJ9sp1Uo_6EcRIMCHn3IrXmU,"Restaurant Français, Bar","La, La Fère",0
Achery,Dutrieux Olga,ChIJVYHwP7A46EcRUl_BBt9P4qQ,"Bar Et Grill, Bar","13 Rue Aristide Briand, Charmes",0
Achery,La Frite A Gogo,ChIJ25ucjUI_6EcRInKavBfTlVc,"Restaurant, Restaurant Américain, Restaurant De Restauration Rapide","2 Grande Rue, Beautor",0
Achery,Mukha Kang Sandok,ChIJgctVpQU56EcRFtNV5TiITmg,Restaurant Asiatique,"02800 Danizy, Danizy",NA
Achery,Royal Haveli Restaurant Tergnier,ChIJnXyTbTY_6EcRKIeO4B7ja5g,Restaurant Indien,"10 Rue Pierre Semard, Tergnier",NA
Achery,Le Jardin De Chine,ChIJGXwqQG4_6EcRmlJUVnpVhJU,Restaurant Mandarin,"7 Bd Gambetta, Tergnier",NA
Achery,Au Tandoori Naan,ChIJJf9-9U8_6EcRoCNrc5T741w,"Restaurant Indien, Livraison De Repas, Restaurant Indien Moderne","192 Bd Gambetta, Tergnier",NA
Achery,Planet Asia,ChIJ5ds5bK1q6EcRYgi9PHRDmng,"Restaurant Panasiatique, Restaurant Asiatique, Restaurant Chinois, Restaurant De Sushis","Rte De Chauny, Viry-Noureuil",NA
Acy,Express Kebab,ChIJ4eJxgDlZ6EcRajZlA2-PFPc,Restaurant,"675 Rue Des Moines, Villeneuve-Saint-Germain",1
Acy,Team Pizza Soissons,ChIJCUmhJzNZ6EcRfRI6eVET744,"Restaurant De Pizzas, Restaurant De Restauration Rapide, Restaurant Halal, Restaurant Italien, Restaurant À Emporter","65 Av. Du Général De Gaulle, Soissons",1
Acy,Take Away(Restaurant Turc),ChIJCU1ZEAJf6EcRPtbmXfp-VFI,"Kebab, Service De Livraison","34 Av. De Reims, Soissons",1
Acy,Ali Baba Restaurant Marocain,ChIJnZwYYchf6EcRHtYMs24lrh4,"Restaurant Marocain, Magasin De Bière, Bar À Cocktails, Restaurant Halal, Glacier, Pâtisserie, Restaurant Végétarien, Bar À Vin","33 Av. Du Général De Gaulle, Soissons",1
Acy,Sun Burger,ChIJ__8bnsle6EcRce6KcznLyRs,"Restaurant De Restauration Rapide, Restaurant Américain, Restaurant De Hamburgers, Restaurant De Pizzas, Restaurant, Restaurant De Tacos","2 Rue Du Général Leclerc, Soissons",1
Acy,Micro-Brasserie Grizdal,ChIJc3wT5IJX6EcRRnGLlae42PU,"Brasserie, Brasserie","12 Rue Saint-Jean, Ciry-Salsogne",0
Acy,La Petite Auberge,ChIJD-vzWBlX6EcRdoJ6Df3Csns,Restaurant Français,"3 Rte De Reims, Ciry-Salsogne",0
